CLAVE_MUNICIPIO,MUNICIPIO,CLAVE_ENTIDAD,ENTIDAD_FEDERATIVA,Lat_Decimal,Lon_Decimal,Pob_Total
1,AGUASCALIENTES,1,AGUASCALIENTES,21.879823,-102.296047,722250
2,ASIENTOS,1,AGUASCALIENTES,22.238317,-102.089275,4517
3,CALVILLO,1,AGUASCALIENTES,21.846907,-102.718751,19742
4,COSÍO,1,AGUASCALIENTES,22.366409,-102.300044,4898
5,JESÚS MARÍA,1,AGUASCALIENTES,21.961273,-102.343416,43012
6,PABELLÓN DE ARTEAGA,1,AGUASCALIENTES,22.149202,-102.276542,28633
7,RINCÓN DE ROMOS,1,AGUASCALIENTES,22.229233,-102.323069,27988
8,SAN JOSÉ DE GRACIA,1,AGUASCALIENTES,22.150216,-102.415634,4927
9,TEPEZALÁ,1,AGUASCALIENTES,22.224228,-102.166971,4511
10,EL LLANO,1,AGUASCALIENTES,21.918869,-101.965307,5399
11,SAN FRANCISCO DE LOS ROMO,1,AGUASCALIENTES,22.072393,-102.272678,16124
1,ENSENADA,2,BAJA CALIFORNIA,31.808944,-116.595134,279765
2,MEXICALI,2,BAJA CALIFORNIA,32.641176,-115.475579,689775
3,TECATE,2,BAJA CALIFORNIA,32.572679,-116.62655,64764
4,TIJUANA,2,BAJA CALIFORNIA,32.532461,-117.018913,1300983
5,PLAYAS DE ROSARITO,2,BAJA CALIFORNIA,32.363684,-117.054459,65278
1,COMONDÚ,3,BAJA CALIFORNIA SUR,25.034636,-111.673339,40935
2,MULEGÉ,3,BAJA CALIFORNIA SUR,27.336868,-112.268275,11765
3,LA PAZ,3,BAJA CALIFORNIA SUR,24.148745,-110.30659,215178
8,LOS CABOS,3,BAJA CALIFORNIA SUR,23.061591,-109.694749,69788
9,LORETO,3,BAJA CALIFORNIA SUR,26.012778,-111.343333,14724
1,CALKINÍ,4,CAMPECHE,20.371226,-90.050739,14934
2,CAMPECHE,4,CAMPECHE,19.844814,-90.539649,220389
3,CARMEN,4,CAMPECHE,18.637789,-91.83645,169466
4,CHAMPOTÓN,4,CAMPECHE,19.356219,-90.723891,30881
5,HECELCHAKÁN,4,CAMPECHE,20.176966,-90.134517,10285
6,HOPELCHÉN,4,CAMPECHE,19.745548,-89.845044,7295
7,PALIZADA,4,CAMPECHE,18.253598,-92.090902,3089
8,TENABO,4,CAMPECHE,20.039677,-90.225763,7543
9,ESCÁRCEGA,4,CAMPECHE,18.604315,-90.732001,29477
10,CALAKMUL,4,CAMPECHE,18.505371,-89.397276,3984
11,CANDELARIA,4,CAMPECHE,18.183451,-91.046294,9812
1,ABASOLO,5,COAHUILA DE ZARAGOZA,27.181944,-101.426389,739
2,ACUÑA,5,COAHUILA DE ZARAGOZA,29.330006,-100.978258,134233
3,ALLENDE,5,COAHUILA DE ZARAGOZA,28.347222,-100.854167,20694
4,ARTEAGA,5,COAHUILA DE ZARAGOZA,25.450621,-100.849623,8446
5,CANDELA,5,COAHUILA DE ZARAGOZA,26.840278,-100.663889,1492
6,CASTAÑOS,5,COAHUILA DE ZARAGOZA,26.785278,-101.430556,23649
7,CUATRO CIÉNEGAS,5,COAHUILA DE ZARAGOZA,26.986864,-102.067101,10309
8,ESCOBEDO,5,COAHUILA DE ZARAGOZA,27.234722,-101.4125,533
9,FRANCISCO I. MADERO,5,COAHUILA DE ZARAGOZA,25.775,-103.273056,26632
10,FRONTERA,5,COAHUILA DE ZARAGOZA,26.926111,-101.449444,69462
11,GENERAL CEPEDA,5,COAHUILA DE ZARAGOZA,25.379908,-101.479292,4382
12,GUERRERO,5,COAHUILA DE ZARAGOZA,28.308418,-100.378726,959
13,HIDALGO,5,COAHUILA DE ZARAGOZA,27.791681,-99.876055,1638
14,JIMÉNEZ,5,COAHUILA DE ZARAGOZA,29.070308,-100.674228,1160
15,JUÁREZ,5,COAHUILA DE ZARAGOZA,27.606506,-100.72712,890
16,LAMADRID,5,COAHUILA DE ZARAGOZA,27.048494,-101.793599,1801
17,MATAMOROS,5,COAHUILA DE ZARAGOZA,25.528136,-103.230384,52233
18,MONCLOVA,5,COAHUILA DE ZARAGOZA,26.901242,-101.417224,215271
19,MORELOS,5,COAHUILA DE ZARAGOZA,28.410104,-100.886631,6839
20,MÚZQUIZ,5,COAHUILA DE ZARAGOZA,27.87755,-101.516518,35060
21,NADADORES,5,COAHUILA DE ZARAGOZA,27.029031,-101.592023,4343
22,NAVA,5,COAHUILA DE ZARAGOZA,28.421875,-100.767554,22192
23,OCAMPO,5,COAHUILA DE ZARAGOZA,27.311215,-102.397405,3679
24,PARRAS,5,COAHUILA DE ZARAGOZA,25.437381,-102.184169,33817
25,PIEDRAS NEGRAS,5,COAHUILA DE ZARAGOZA,28.708093,-100.528441,150178
26,PROGRESO,5,COAHUILA DE ZARAGOZA,27.428978,-100.987233,796
27,RAMOS ARIZPE,5,COAHUILA DE ZARAGOZA,25.543234,-100.950782,66554
28,SABINAS,5,COAHUILA DE ZARAGOZA,27.848888,-101.119989,54905
29,SACRAMENTO,5,COAHUILA DE ZARAGOZA,27.004439,-101.725036,2297
30,SALTILLO,5,COAHUILA DE ZARAGOZA,25.421665,-100.999721,709671
31,SAN BUENAVENTURA,5,COAHUILA DE ZARAGOZA,27.060257,-101.550029,20480
32,SAN JUAN DE SABINAS,5,COAHUILA DE ZARAGOZA,27.92939,-101.303293,1415
33,SAN PEDRO,5,COAHUILA DE ZARAGOZA,25.757778,-102.983157,48746
34,SIERRA MOJADA,5,COAHUILA DE ZARAGOZA,27.286877,-103.701457,478
35,TORREÓN,5,COAHUILA DE ZARAGOZA,25.541753,-103.453061,608836
36,VIESCA,5,COAHUILA DE ZARAGOZA,25.343605,-102.80635,3610
37,VILLA UNIÓN,5,COAHUILA DE ZARAGOZA,28.220498,-100.725155,5350
38,ZARAGOZA,5,COAHUILA DE ZARAGOZA,28.487043,-100.917622,10461
1,ARMERÍA,6,COLIMA,18.937073,-103.964997,15923
2,COLIMA,6,COLIMA,19.242922,-103.728119,137383
3,COMALA,6,COLIMA,19.323199,-103.758801,9442
4,COQUIMATLÁN,6,COLIMA,19.20141,-103.810917,13358
5,CUAUHTÉMOC,6,COLIMA,19.328774,-103.601861,8602
6,IXTLAHUACÁN,6,COLIMA,19.001184,-103.738593,2717
7,MANZANILLO,6,COLIMA,19.053206,-104.316381,130035
8,MINATITLÁN,6,COLIMA,19.38611,-104.049637,4588
9,TECOMÁN,6,COLIMA,18.910604,-103.873789,85689
10,VILLA DE ÁLVAREZ,6,COLIMA,19.264776,-103.736759,117600
1,ACACOYAGUA,7,CHIAPAS,15.340965,-92.674617,7515
2,ACALA,7,CHIAPAS,16.551674,-92.807508,13889
3,ACAPETAHUA,7,CHIAPAS,15.282838,-92.689132,6194
4,ALTAMIRANO,7,CHIAPAS,16.73592,-92.038594,9200
5,AMATÁN,7,CHIAPAS,17.372848,-92.819123,3947
6,AMATENANGO DE LA FRONTERA,7,CHIAPAS,15.435011,-92.115158,781
7,AMATENANGO DEL VALLE,7,CHIAPAS,16.528501,-92.435491,4661
8,ANGEL ALBINO CORZO,7,CHIAPAS,15.872644,-92.72508,10427
9,ARRIAGA,7,CHIAPAS,16.236065,-93.899473,24447
10,BEJUCAL DE OCAMPO,7,CHIAPAS,15.455393,-92.158407,315
11,BELLA VISTA,7,CHIAPAS,15.582998,-92.244846,1672
12,BERRIOZÁBAL,7,CHIAPAS,16.800321,-93.273271,28128
13,BOCHIL,7,CHIAPAS,16.996383,-92.890219,12404
14,EL BOSQUE,7,CHIAPAS,17.06221,-92.721409,5155
15,CACAHOATÁN,7,CHIAPAS,14.989789,-92.16811,16572
16,CATAZAJÁ,7,CHIAPAS,17.728321,-92.016366,2973
17,CINTALAPA,7,CHIAPAS,16.698682,-93.720428,42467
18,COAPILLA,7,CHIAPAS,17.130791,-93.159022,3187
19,COMITÁN DE DOMÍNGUEZ,7,CHIAPAS,16.252461,-92.135835,97537
20,LA CONCORDIA,7,CHIAPAS,16.116716,-92.687934,7641
21,COPAINALÁ,7,CHIAPAS,17.093611,-93.210556,6550
22,CHALCHIHUITÁN,7,CHIAPAS,16.963405,-92.618395,1054
23,CHAMULA,7,CHIAPAS,16.7875,-92.689167,3329
24,CHANAL,7,CHIAPAS,16.660062,-92.259942,7008
25,CHAPULTENANGO,7,CHIAPAS,17.340401,-93.130078,3129
26,CHENALHÓ,7,CHIAPAS,16.894277,-92.626148,3143
27,CHIAPA DE CORZO,7,CHIAPAS,16.707958,-93.015959,45077
28,CHIAPILLA,7,CHIAPAS,16.570493,-92.720025,3809
29,CHICOASÉN,7,CHIAPAS,16.967255,-93.105235,3343
30,CHICOMUSELO,7,CHIAPAS,15.744936,-92.283287,5938
31,CHILÓN,7,CHIAPAS,17.105491,-92.271528,7368
32,ESCUINTLA,7,CHIAPAS,15.319269,-92.658558,9570
33,FRANCISCO LEÓN,7,CHIAPAS,17.350176,-93.309558,62
34,FRONTERA COMALAPA,7,CHIAPAS,15.660164,-92.14105,18704
35,FRONTERA HIDALGO,7,CHIAPAS,14.777838,-92.175983,3519
36,LA GRANDEZA,7,CHIAPAS,15.51013,-92.22588,1044
37,HUEHUETÁN,7,CHIAPAS,15.01852,-92.384181,7755
38,HUIXTÁN,7,CHIAPAS,16.712151,-92.454597,1716
39,HUITIUPÁN,7,CHIAPAS,17.173232,-92.685932,2857
40,HUIXTLA,7,CHIAPAS,15.138289,-92.465818,32033
41,LA INDEPENDENCIA,7,CHIAPAS,16.254152,-92.023841,3041
42,IXHUATÁN,7,CHIAPAS,17.293271,-93.008382,3621
43,IXTACOMITÁN,7,CHIAPAS,17.430795,-93.096573,4835
44,IXTAPA,7,CHIAPAS,16.803525,-92.905903,6086
45,IXTAPANGAJOYA,7,CHIAPAS,17.497539,-93.001666,1272
46,JIQUIPILAS,7,CHIAPAS,16.667721,-93.650475,9894
47,JITOTOL,7,CHIAPAS,17.067968,-92.862336,4427
48,JUÁREZ,7,CHIAPAS,17.608151,-93.193331,7286
49,LARRÁINZAR,7,CHIAPAS,16.884446,-92.713258,2364
50,LA LIBERTAD,7,CHIAPAS,17.690136,-91.719062,2032
51,MAPASTEPEC,7,CHIAPAS,15.441134,-92.891606,17931
52,LAS MARGARITAS,7,CHIAPAS,16.315947,-91.981568,20786
53,MAZAPA DE MADERO,7,CHIAPAS,15.387966,-92.187735,1580
54,MAZATÁN,7,CHIAPAS,14.863025,-92.449471,6838
55,METAPA,7,CHIAPAS,14.837314,-92.190945,2610
56,MITONTIC,7,CHIAPAS,16.864471,-92.629651,770
57,MOTOZINTLA,7,CHIAPAS,15.363167,-92.247744,23755
58,NICOLÁS RUÍZ,7,CHIAPAS,16.437073,-92.585347,4277
59,OCOSINGO,7,CHIAPAS,16.908038,-92.095827,41878
60,OCOTEPEC,7,CHIAPAS,17.225029,-93.164405,4663
61,OCOZOCOAUTLA DE ESPINOSA,7,CHIAPAS,16.761462,-93.375653,39180
62,OSTUACÁN,7,CHIAPAS,17.405591,-93.337136,2979
63,OSUMACINTA,7,CHIAPAS,16.935467,-93.091337,2023
64,OXCHUC,7,CHIAPAS,16.786119,-92.334917,6675
65,PALENQUE,7,CHIAPAS,17.509133,-91.981033,42947
66,PANTELHÓ,7,CHIAPAS,17.006659,-92.46958,6888
67,PANTEPEC,7,CHIAPAS,17.188092,-93.049546,1820
68,PICHUCALCO,7,CHIAPAS,17.508551,-93.117768,14212
69,PIJIJIAPAN,7,CHIAPAS,15.691674,-93.209317,16917
70,EL PORVENIR,7,CHIAPAS,15.456367,-92.27964,1436
71,VILLA COMALTITLÁN,7,CHIAPAS,15.211938,-92.576024,7201
72,PUEBLO NUEVO SOLISTAHUACÁN,7,CHIAPAS,17.157568,-92.897322,10043
73,RAYÓN,7,CHIAPAS,17.200503,-93.011217,5895
74,REFORMA,7,CHIAPAS,17.865812,-93.147108,26257
75,LAS ROSAS,7,CHIAPAS,16.364132,-92.369581,18817
76,SABANILLA,7,CHIAPAS,17.283484,-92.55172,3052
77,SALTO DE AGUA,7,CHIAPAS,17.557021,-92.333422,5199
78,SAN CRISTÓBAL DE LAS CASAS,7,CHIAPAS,16.737022,-92.637564,158027
79,SAN FERNANDO,7,CHIAPAS,16.871712,-93.206285,9651
80,SILTEPEC,7,CHIAPAS,15.557185,-92.32286,3400
81,SIMOJOVEL,7,CHIAPAS,17.140826,-92.715208,10762
82,SITALÁ,7,CHIAPAS,17.025051,-92.307743,1738
83,SOCOLTENANGO,7,CHIAPAS,16.242949,-92.350316,4863
84,SOLOSUCHIAPA,7,CHIAPAS,17.428656,-93.031179,2035
85,SOYALÓ,7,CHIAPAS,16.890993,-92.92529,4014
86,SUCHIAPA,7,CHIAPAS,16.621958,-93.104794,16637
87,SUCHIATE,7,CHIAPAS,14.679452,-92.150942,14606
88,SUNUAPA,7,CHIAPAS,17.489378,-93.243169,807
89,TAPACHULA,7,CHIAPAS,14.911071,-92.26432,202672
90,TAPALAPA,7,CHIAPAS,17.190048,-93.104605,1940
91,TAPILULA,7,CHIAPAS,17.248403,-93.016258,7441
92,TECPATÁN,7,CHIAPAS,17.136995,-93.311468,4530
93,TENEJAPA,7,CHIAPAS,16.819017,-92.506492,1998
94,TEOPISCA,7,CHIAPAS,16.541514,-92.472597,16240
96,TILA,7,CHIAPAS,17.300635,-92.425865,7164
97,TONALÁ,7,CHIAPAS,16.091356,-93.751783,35322
98,TOTOLAPA,7,CHIAPAS,16.544733,-92.680376,4596
99,LA TRINITARIA,7,CHIAPAS,16.119059,-92.050469,9042
100,TUMBALÁ,7,CHIAPAS,17.278463,-92.315988,3227
101,TUXTLA GUTIÉRREZ,7,CHIAPAS,16.753972,-93.115192,537102
102,TUXTLA CHICO,7,CHIAPAS,14.94019,-92.16897,7026
103,TUZANTÁN,7,CHIAPAS,15.146063,-92.421621,2863
104,TZIMOL,7,CHIAPAS,16.184231,-92.187937,5112
105,UNIÓN JUÁREZ,7,CHIAPAS,15.060707,-92.081958,2635
106,VENUSTIANO CARRANZA,7,CHIAPAS,16.339617,-92.565135,15496
107,VILLA CORZO,7,CHIAPAS,16.184751,-93.267684,10841
108,VILLAFLORES,7,CHIAPAS,16.235486,-93.267708,37237
109,YAJALÓN,7,CHIAPAS,17.17391,-92.333944,16622
110,SAN LUCAS,7,CHIAPAS,16.611637,-92.719342,4716
111,ZINACANTÁN,7,CHIAPAS,16.760119,-92.723581,3876
112,SAN JUAN CANCUC,7,CHIAPAS,16.892243,-92.371953,6327
113,ALDAMA,7,CHIAPAS,16.917818,-92.688192,1273
114,BENEMÉRITO DE LAS AMÉRICAS,7,CHIAPAS,16.515828,-90.653302,7259
115,MARAVILLA TENEJAPA,7,CHIAPAS,16.140397,-91.295104,1477
116,MARQUÉS DE COMILLAS,7,CHIAPAS,16.333133,-90.765283,1734
117,MONTECRISTO DE GUERRERO,7,CHIAPAS,15.693918,-92.61926,2546
118,SAN ANDRÉS DURAZNAL,7,CHIAPAS,17.131998,-92.804988,2987
119,SANTIAGO EL PINAR,7,CHIAPAS,16.941438,-92.714596,1072
120,CAPITÁN LUIS ÁNGEL VIDAL,7,CHIAPAS,15.601128,-92.629098,563
121,RINCÓN CHAMULA SAN PEDRO,7,CHIAPAS,17.209471,-92.93757,5592
122,EL PARRAL,7,CHIAPAS,16.366228,-93.006711,10865
123,EMILIANO ZAPATA,7,CHIAPAS,16.539172,-92.896724,4636
124,MEZCALAPA,7,CHIAPAS,17.189223,-93.604773,6817
1,AHUMADA,8,CHIHUAHUA,30.617734,-106.512415,8575
2,ALDAMA,8,CHIHUAHUA,28.838381,-105.911293,18642
3,ALLENDE,8,CHIHUAHUA,26.939426,-105.395077,4185
4,AQUILES SERDÁN,8,CHIHUAHUA,28.594503,-105.887474,7135
5,ASCENSIÓN,8,CHIHUAHUA,31.092176,-107.995949,13456
6,BACHÍNIVA,8,CHIHUAHUA,28.764732,-107.254362,2109
7,BALLEZA,8,CHIHUAHUA,26.954108,-106.346923,2087
8,BATOPILAS DE MANUEL GÓMEZ MORÍN,8,CHIHUAHUA,27.026652,-107.73971,1220
9,BOCOYNA,8,CHIHUAHUA,27.840743,-107.589253,796
10,BUENAVENTURA,8,CHIHUAHUA,29.843409,-107.471314,6957
11,CAMARGO,8,CHIHUAHUA,27.694963,-105.17162,40221
12,CARICHÍ,8,CHIHUAHUA,27.916532,-107.05681,1672
13,CASAS GRANDES,8,CHIHUAHUA,30.375704,-107.948805,5256
14,CORONADO,8,CHIHUAHUA,26.737615,-105.158312,1121
15,COYAME DEL SOTOL,8,CHIHUAHUA,29.462043,-105.094358,709
16,LA CRUZ,8,CHIHUAHUA,27.863889,-105.196389,1671
17,CUAUHTÉMOC,8,CHIHUAHUA,28.406312,-106.866044,114007
18,CUSIHUIRIACHI,8,CHIHUAHUA,28.241111,-106.836667,63
19,CHIHUAHUA,8,CHIHUAHUA,28.636794,-106.076307,809232
20,CHÍNIPAS,8,CHIHUAHUA,27.39281,-108.536229,1934
21,DELICIAS,8,CHIHUAHUA,28.192948,-105.471047,118071
22,DR. BELISARIO DOMÍNGUEZ,8,CHIHUAHUA,28.154667,-106.47703,441
23,GALEANA,8,CHIHUAHUA,30.112949,-107.616744,926
24,SANTA ISABEL,8,CHIHUAHUA,28.343346,-106.368054,1378
25,GÓMEZ FARÍAS,8,CHIHUAHUA,29.357019,-107.738655,5330
26,GRAN MORELOS,8,CHIHUAHUA,28.247824,-106.510123,726
27,GUACHOCHI,8,CHIHUAHUA,26.819153,-107.069362,14513
28,GUADALUPE,8,CHIHUAHUA,31.390107,-106.101754,3022
29,GUADALUPE Y CALVO,8,CHIHUAHUA,26.094516,-106.964369,5816
30,GUAZAPARES,8,CHIHUAHUA,27.276382,-108.279956,2053
31,GUERRERO,8,CHIHUAHUA,28.548193,-107.486924,7751
32,HIDALGO DEL PARRAL,8,CHIHUAHUA,26.922088,-105.667143,104836
33,HUEJOTITÁN,8,CHIHUAHUA,27.05467,-106.179456,243
34,IGNACIO ZARAGOZA,8,CHIHUAHUA,29.643212,-107.764195,3518
35,JANOS,8,CHIHUAHUA,30.887258,-108.18985,2738
36,JIMÉNEZ,8,CHIHUAHUA,27.130549,-104.922977,34281
37,JUÁREZ,8,CHIHUAHUA,31.746465,-106.485019,1321004
38,JULIMES,8,CHIHUAHUA,28.423056,-105.430556,1795
39,LÓPEZ,8,CHIHUAHUA,27.0025,-105.033056,2148
40,MADERA,8,CHIHUAHUA,29.19,-108.141389,15447
41,MAGUARICHI,8,CHIHUAHUA,27.859303,-107.993956,801
42,MANUEL BENAVIDES,8,CHIHUAHUA,29.107386,-103.907816,916
43,MATACHÍ,8,CHIHUAHUA,28.843228,-107.754648,1710
44,MATAMOROS,8,CHIHUAHUA,26.763877,-105.58333,2615
45,MEOQUI,8,CHIHUAHUA,28.267797,-105.480291,22574
46,MORELOS,8,CHIHUAHUA,26.670527,-107.677248,813
47,MORIS,8,CHIHUAHUA,28.148384,-108.523238,1799
48,NAMIQUIPA,8,CHIHUAHUA,29.25076,-107.408872,1752
49,NONOAVA,8,CHIHUAHUA,27.472054,-106.735332,1272
50,NUEVO CASAS GRANDES,8,CHIHUAHUA,30.413986,-107.912103,55553
51,OCAMPO,8,CHIHUAHUA,28.193834,-108.366741,527
52,OJINAGA,8,CHIHUAHUA,29.564501,-104.415665,22744
53,PRAXEDIS G. GUERRERO,8,CHIHUAHUA,31.372068,-106.005395,2128
54,RIVA PALACIO,8,CHIHUAHUA,28.546008,-106.502632,662
55,ROSALES,8,CHIHUAHUA,28.186944,-105.554444,5570
56,ROSARIO,8,CHIHUAHUA,27.319641,-106.295498,263
57,SAN FRANCISCO DE BORJA,8,CHIHUAHUA,27.901821,-106.684916,1157
58,SAN FRANCISCO DE CONCHOS,8,CHIHUAHUA,27.588552,-105.334641,644
59,SAN FRANCISCO DEL ORO,8,CHIHUAHUA,26.858994,-105.85008,4249
60,SANTA BÁRBARA,8,CHIHUAHUA,26.8021,-105.8181,8765
61,SATEVÓ,8,CHIHUAHUA,27.956034,-106.107204,445
62,SAUCILLO,8,CHIHUAHUA,28.032674,-105.288032,11004
63,TEMÓSACHIC,8,CHIHUAHUA,28.952758,-107.829839,1841
64,EL TULE,8,CHIHUAHUA,27.053613,-106.266253,811
65,URIQUE,8,CHIHUAHUA,27.212715,-107.914305,1102
66,URUACHI,8,CHIHUAHUA,27.867924,-108.215195,1199
67,VALLE DE ZARAGOZA,8,CHIHUAHUA,27.457132,-105.810994,2223
2,AZCAPOTZALCO,9,CIUDAD DE MÉXICO,19.484103,-99.184361,414711
3,COYOACÁN,9,CIUDAD DE MÉXICO,19.350214,-99.162146,620416
4,CUAJIMALPA DE MORELOS,9,CIUDAD DE MÉXICO,19.35735,-99.299792,160491
5,GUSTAVO A. MADERO,9,CIUDAD DE MÉXICO,19.482945,-99.113471,1185772
6,IZTACALCO,9,CIUDAD DE MÉXICO,19.395901,-99.097613,384326
7,IZTAPALAPA,9,CIUDAD DE MÉXICO,19.359004,-99.092623,1815786
8,LA MAGDALENA CONTRERAS,9,CIUDAD DE MÉXICO,19.304898,-99.241516,238431
9,MILPA ALTA,9,CIUDAD DE MÉXICO,19.191249,-99.023372,18274
10,ÁLVARO OBREGÓN,9,CIUDAD DE MÉXICO,19.390806,-99.195413,726664
11,TLÁHUAC,9,CIUDAD DE MÉXICO,19.270566,-99.004846,305076
12,TLALPAN,9,CIUDAD DE MÉXICO,19.288275,-99.167126,574577
13,XOCHIMILCO,9,CIUDAD DE MÉXICO,19.263462,-99.104913,407885
14,BENITO JUÁREZ,9,CIUDAD DE MÉXICO,19.371992,-99.157853,385439
15,CUAUHTÉMOC,9,CIUDAD DE MÉXICO,19.441647,-99.151884,531831
16,MIGUEL HIDALGO,9,CIUDAD DE MÉXICO,19.407269,-99.190754,372889
17,VENUSTIANO CARRANZA,9,CIUDAD DE MÉXICO,19.419262,-99.113701,430978
1,CANATLÁN,10,DURANGO,24.527263,-104.778374,11495
2,CANELAS,10,DURANGO,25.122971,-106.545633,734
3,CONETO DE COMONFORT,10,DURANGO,24.979125,-104.768917,858
4,CUENCAMÉ,10,DURANGO,24.870939,-103.698462,9848
5,DURANGO,10,DURANGO,24.023988,-104.670194,518709
6,GENERAL SIMÓN BOLÍVAR,10,DURANGO,24.689074,-103.225975,1321
7,GÓMEZ PALACIO,10,DURANGO,25.570107,-103.496417,257352
8,GUADALUPE VICTORIA,10,DURANGO,24.446433,-104.12366,16506
9,GUANACEVÍ,10,DURANGO,25.931662,-105.954432,2908
10,HIDALGO,10,DURANGO,26.251445,-104.913479,614
11,INDÉ,10,DURANGO,25.912021,-105.223791,659
12,LERDO,10,DURANGO,25.536552,-103.524849,79669
13,MAPIMÍ,10,DURANGO,25.833324,-103.848194,5623
14,MEZQUITAL,10,DURANGO,23.47353,-104.396744,1742
15,NAZAS,10,DURANGO,25.227777,-104.113803,3622
16,NOMBRE DE DIOS,10,DURANGO,23.848211,-104.244705,5302
17,OCAMPO,10,DURANGO,26.441562,-105.506439,1076
18,EL ORO,10,DURANGO,25.949324,-105.364866,5878
19,OTÁEZ,10,DURANGO,24.698689,-105.994058,871
20,PÁNUCO DE CORONADO,10,DURANGO,24.401024,-104.319264,4550
21,PEÑÓN BLANCO,10,DURANGO,24.792509,-104.034267,5271
22,POANAS,10,DURANGO,23.975092,-104.044136,10753
23,PUEBLO NUEVO,10,DURANGO,23.778151,-105.360192,24241
24,RODEO,10,DURANGO,25.180719,-104.560444,4666
25,SAN BERNARDO,10,DURANGO,26.000787,-105.523257,700
26,SAN DIMAS,10,DURANGO,24.102182,-105.931245,5124
27,SAN JUAN DE GUADALUPE,10,DURANGO,24.630853,-102.782055,1712
28,SAN JUAN DEL RÍO,10,DURANGO,24.778255,-104.459226,2912
29,SAN LUIS DEL CORDERO,10,DURANGO,25.417649,-104.277786,1584
30,SAN PEDRO DEL GALLO,10,DURANGO,25.565864,-104.292834,634
31,SANTA CLARA,10,DURANGO,24.475444,-103.357222,4061
32,SANTIAGO PAPASQUIARO,10,DURANGO,25.03908,-105.420945,26121
33,SÚCHIL,10,DURANGO,23.622163,-103.92187,4107
34,TAMAZULA,10,DURANGO,24.970316,-106.966602,2337
35,TEPEHUANES,10,DURANGO,25.343209,-105.723002,4761
36,TLAHUALILO,10,DURANGO,26.107386,-103.439236,9517
37,TOPIA,10,DURANGO,25.209023,-106.571196,2051
38,VICENTE GUERRERO,10,DURANGO,23.731111,-103.987778,15982
39,NUEVO IDEAL,10,DURANGO,24.888313,-105.074205,10876
1,ABASOLO,11,GUANAJUATO,20.4509,-101.528361,27389
2,ACÁMBARO,11,GUANAJUATO,20.03538,-100.719326,57972
3,SAN MIGUEL DE ALLENDE,11,GUANAJUATO,20.904013,-100.713381,69811
4,APASEO EL ALTO,11,GUANAJUATO,20.457171,-100.621626,27991
5,APASEO EL GRANDE,11,GUANAJUATO,20.545284,-100.688217,26121
6,ATARJEA,11,GUANAJUATO,21.26704,-99.720267,389
7,CELAYA,11,GUANAJUATO,20.521524,-100.813573,340387
8,MANUEL DOBLADO,11,GUANAJUATO,20.727518,-101.95279,13956
9,COMONFORT,11,GUANAJUATO,20.720048,-100.761202,23683
10,CORONEO,11,GUANAJUATO,20.198611,-100.364444,4024
11,CORTAZAR,11,GUANAJUATO,20.483506,-100.963729,61658
12,CUERÁMARO,11,GUANAJUATO,20.626478,-101.670386,13948
13,DOCTOR MORA,11,GUANAJUATO,21.14264,-100.318949,5140
14,DOLORES HIDALGO CUNA DE LA INDEPENDENCIA NACIONAL,11,GUANAJUATO,21.1592,-100.917236,59240
15,GUANAJUATO,11,GUANAJUATO,21.016098,-101.253621,72237
16,HUANÍMARO,11,GUANAJUATO,20.368274,-101.496867,5505
17,IRAPUATO,11,GUANAJUATO,20.672801,-101.348117,380941
18,JARAL DEL PROGRESO,11,GUANAJUATO,20.376517,-101.063975,20457
19,JERÉCUARO,11,GUANAJUATO,20.150034,-100.510528,7748
20,LEÓN,11,GUANAJUATO,21.121972,-101.6832,1238962
21,MOROLEÓN,11,GUANAJUATO,20.13187,-101.189209,43200
22,OCAMPO,11,GUANAJUATO,21.648492,-101.478016,6499
23,PÉNJAMO,11,GUANAJUATO,20.431795,-101.725044,40070
24,PUEBLO NUEVO,11,GUANAJUATO,20.525957,-101.370847,3741
25,PURÍSIMA DEL RINCÓN,11,GUANAJUATO,21.029579,-101.878099,43512
26,ROMITA,11,GUANAJUATO,20.871215,-101.517117,21176
27,SALAMANCA,11,GUANAJUATO,20.568681,-101.199915,160169
28,SALVATIERRA,11,GUANAJUATO,20.216118,-100.88136,37203
29,SAN DIEGO DE LA UNIÓN,11,GUANAJUATO,21.466387,-100.873316,7116
30,SAN FELIPE,11,GUANAJUATO,21.479336,-101.215945,28452
31,SAN FRANCISCO DEL RINCÓN,11,GUANAJUATO,21.018681,-101.858518,71139
32,SAN JOSÉ ITURBIDE,11,GUANAJUATO,21.000822,-100.38572,23471
33,SAN LUIS DE LA PAZ,11,GUANAJUATO,21.298816,-100.515126,49914
34,SANTA CATARINA,11,GUANAJUATO,21.139878,-100.066913,1463
35,SANTA CRUZ DE JUVENTINO ROSAS,11,GUANAJUATO,20.6432,-100.994037,42264
36,SANTIAGO MARAVATÍO,11,GUANAJUATO,20.172407,-100.995226,3820
37,SILAO DE LA VICTORIA,11,GUANAJUATO,20.94445,-101.426216,74242
38,TARANDACUAO,11,GUANAJUATO,20.003968,-100.516329,6058
39,TARIMORO,11,GUANAJUATO,20.288541,-100.755942,12188
40,TIERRA BLANCA,11,GUANAJUATO,21.100003,-100.159154,2058
41,URIANGATO,11,GUANAJUATO,20.141012,-101.178051,51382
42,VALLE DE SANTIAGO,11,GUANAJUATO,20.391322,-101.18143,68058
